GrLivArea,OverallQual,Neighborhood,GarageCars,BsmtQual,YearBuilt,MSSubClass,SaleType,Condition1,BsmtExposure,MasVnrArea,KitchenQual,SalePrice
1980,9,NridgHt,3,Ex,2004,20,WD,Norm,Av,66.0,Ex,315000
2601,5,SWISU,2,TA,1921,70,WD,Feedr,No,0.0,TA,189000
1530,7,StoneBr,2,Ex,2005,20,WD,Norm,Av,16.0,Gd,260000
1412,6,Gilbert,2,Gd,2006,60,New,Norm,No,0.0,Gd,156932
1200,7,Somerst,2,Gd,2005,160,WD,Norm,No,0.0,Gd,144152
1790,7,CollgCr,2,Gd,1999,60,WD,Norm,No,158.0,Gd,193000
1475,5,MeadowV,1,TA,1977,160,WD,Norm,No,0.0,TA,127000
1668,8,CollgCr,2,Gd,2003,20,WD,Norm,Av,171.0,Gd,232000
1374,4,OldTown,1,TA,1920,50,WD,Artery,No,0.0,TA,105000
1661,6,NAmes,1,TA,1955,80,WD,Norm,Av,0.0,Gd,165500
2097,7,CollgCr,2,Gd,1998,60,WD,Norm,Av,0.0,Gd,274300
1958,7,Somerst,3,Gd,2005,60,WD,Norm,No,0.0,Gd,250000
1571,8,Timber,3,Gd,2007,20,New,Norm,Gd,80.0,Gd,239000
790,6,SWISU,1,Gd,1930,30,WD,Norm,Mn,0.0,TA,91000
1604,5,Edwards,2,TA,1941,50,WD,Norm,No,0.0,TA,117000
987,6,BrDale,1,TA,1973,160,WD,Norm,No,408.0,TA,83000
864,3,Edwards,1,TA,1914,30,WD,Norm,No,0.0,TA,58500
1762,7,OldTown,2,Fa,1920,70,WD,Norm,No,0.0,Gd,157000
1258,6,Edwards,1,TA,1939,50,WD,Norm,Mn,0.0,TA,105000
1154,4,IDOTRR,1,TA,1922,50,WD,Norm,No,0.0,Gd,125500
2784,7,NWAmes,2,Gd,1978,60,WD,RRAn,No,184.0,Gd,250000
2526,6,OldTown,1,TA,1916,50,CWD,Artery,No,0.0,Gd,136000
1746,9,Gilbert,3,Ex,2006,20,WD,Norm,Gd,160.0,Ex,377500
1218,6,BrkSide,2,TA,1941,50,WD,Norm,No,0.0,TA,131000
1525,7,CollgCr,2,Gd,2000,20,WD,Norm,Av,244.0,Gd,235000
1584,5,NAmes,3,TA,1967,90,WD,Norm,No,0.0,TA,124000
900,5,NAmes,1,TA,1967,85,WD,Norm,Av,0.0,TA,123000
1912,6,OldTown,2,Fa,1905,190,WD,Norm,No,0.0,TA,163000
1500,7,Blmngtn,3,Gd,2006,120,New,Norm,Av,45.0,Gd,246578
2482,8,Timber,3,Gd,2005,60,WD,Norm,Gd,245.0,Gd,281213
1513,5,BrkSide,1,TA,1920,70,WD,Norm,Mn,0.0,TA,137500
1904,5,NAmes,1,TA,1950,50,WD,Norm,No,0.0,TA,138000
1608,6,SWISU,1,TA,1925,50,WD,Norm,No,0.0,Gd,137450
1158,6,BrkSide,1,TA,1929,50,WD,Norm,No,0.0,TA,120000
1593,6,Gilbert,2,TA,2004,60,WD,Norm,No,0.0,TA,193000
1294,7,CollgCr,2,Gd,2006,20,New,Norm,Av,0.0,Gd,193879
1464,8,Somerst,3,Gd,2007,20,WD,RRAn,Gd,84.0,Gd,282922
1214,3,OldTown,3,TA,1915,50,WD,Artery,No,0.0,TA,105000
1646,8,Crawfor,2,Ex,2004,120,WD,Norm,Gd,174.0,Gd,275000
768,5,CollgCr,2,Gd,1972,85,WD,Norm,Av,0.0,TA,133000
1363,4,OldTown,2,Fa,1910,70,WD,Norm,No,0.0,TA,125500
2093,7,NWAmes,2,Gd,1986,60,WD,Norm,No,123.0,TA,215000
1840,7,CollgCr,2,Gd,2001,60,WD,Norm,No,0.0,Gd,230000
1668,6,NAmes,1,TA,1950,50,WD,Norm,No,0.0,TA,140000
1844,8,SawyerW,2,Gd,2005,20,COD,Norm,No,366.0,Gd,257000
1848,6,BrkSide,2,TA,1923,50,WD,Norm,No,0.0,Gd,207000
1569,7,Blmngtn,3,Gd,2007,120,WD,Norm,No,130.0,Gd,175900
2290,4,OldTown,2,TA,1885,190,WD,Norm,No,0.0,TA,122500
1144,5,NAmes,1,TA,1963,20,COD,Norm,No,0.0,TA,124000
1416,6,NWAmes,2,TA,1968,60,WD,Norm,No,420.0,TA,179900
1069,6,NPkVill,2,Gd,1977,120,WD,Norm,No,0.0,TA,127500
848,6,CollgCr,2,Gd,2003,120,WD,Norm,Av,170.0,Gd,136500
1252,6,NAmes,2,TA,1959,20,WD,Norm,No,243.0,Gd,142000
2127,7,NoRidge,2,Gd,1994,60,WD,Norm,No,448.0,Gd,271000
1558,5,NAmes,1,TA,1945,50,WD,Artery,No,0.0,TA,140000
804,5,OldTown,1,TA,1940,30,WD,Norm,No,294.0,Gd,119000
1838,5,Gilbert,2,Gd,2005,60,WD,RRAn,Av,0.0,TA,192140
968,4,OldTown,1,TA,1927,30,WD,Norm,No,0.0,TA,64500
1792,6,Gilbert,2,Gd,2000,60,WD,Norm,No,318.0,TA,186500
1126,5,Mitchel,2,TA,1977,20,WD,Norm,No,0.0,TA,160000
1537,6,NAmes,2,TA,1962,20,COD,Norm,No,237.0,Gd,174000
864,4,NAmes,2,TA,1971,20,WD,Norm,No,0.0,TA,120500
1932,8,NridgHt,3,Ex,2008,20,New,Norm,Av,426.0,Ex,394617
1236,6,OldTown,2,TA,1957,20,WD,Artery,No,0.0,TA,149700
1725,7,NWAmes,2,TA,1979,60,WD,Norm,No,96.0,TA,197000
2555,6,Crawfor,2,Ex,1922,70,WD,Norm,No,0.0,TA,191000
2007,10,Somerst,3,Ex,2008,60,WD,Norm,Av,160.0,Ex,310000
1422,7,CollgCr,2,Gd,2004,20,WD,Norm,Av,106.0,Gd,179600
913,6,Sawyer,1,TA,1966,85,WD,Norm,Gd,0.0,TA,129000
2090,8,CollgCr,2,Gd,1995,60,WD,Norm,No,438.0,Gd,240000
1346,4,Edwards,1,Fa,1910,50,WD,Norm,No,0.0,TA,112000
1578,8,Somerst,3,Gd,2008,20,New,Norm,No,194.0,Ex,287090
1072,5,Edwards,2,Gd,2005,180,WD,Norm,Gd,80.0,TA,145000
1221,7,Somerst,2,Gd,2004,20,WD,Norm,No,0.0,Gd,185000
1647,6,Gilbert,2,Gd,1999,60,WD,Norm,No,0.0,TA,175000
2073,6,NWAmes,2,Gd,1978,20,WD,Norm,No,119.0,TA,210000
2340,7,Crawfor,1,TA,1941,70,WD,Norm,No,0.0,Gd,266500
1078,5,NAmes,1,TA,1950,20,WD,Norm,Mn,0.0,Gd,142125
1256,5,Edwards,1,TA,1965,20,WD,Norm,No,0.0,TA,147500
